tweet_id,tweet_time,tweet_text,location,retweets,vaccine,sentiment_vader,sentiment_textblob
1.44e+18,28/09/2021 00:01,Please make sure look COVID 19 vaccination record card administered two doses Pfizer Moderna single dose Johnson amp Johnson Janssen vaccine Consult w PCP amp child pediatrician 18yrs old age QuincyMA,Massachusetts,0,Pfizer,positive,positive
1.44e+18,27/09/2021 23:37,Moderna vs Pfizer Best mRNA Vaccine Scientist Magazine,California,0,Pfizer,positive,positive
1.44e+18,27/09/2021 23:24,get Pfizer vaccine feel better wear black bandana like support survivors,Kansas,0,Pfizer,positive,positive
1.44e+18,27/09/2021 22:50,Go get Pfizer covid 19 vaccine shot right never felt better life fight,Kansas,0,Pfizer,negative,positive
1.44e+18,27/09/2021 22:26,Pfizer needs develop smokable vaccine distribute meth around country hit vaccination rate 90 week,New Mexico,1,Pfizer,neutral,neutral
1.44e+18,27/09/2021 21:02,governor also touched vaccine booster shots explaining Virginia following FDA CDC guidelines means specific people got Pfizer version look booster right goes detail needs one,Virginia,0,Pfizer,neutral,positive
1.44e+18,27/09/2021 20:23,covid booster dose Vaccine work public reason take changes pfizer covidvaccine marshallcountyhealthdepartment marshallcountyfairgrounds West Virginia,West Virginia,0,Pfizer,neutral,neutral
1.44e+18,27/09/2021 19:59,Maryland reading right ANYONE fill whatever pharmacy department self certify themself get Pfizer booster shot Source,Maryland,1,Pfizer,neutral,positive
1.44e+18,27/09/2021 19:54,Got Pfizer booster vax today Pfizer shot last dose six months ago eligible Pfizer booster NYC vaccine centers distributing Pfizer boosters apts really easy get,New York,0,Pfizer,positive,positive
1.44e+18,27/09/2021 19:36,Faculty Eligible Pfizer Vaccine Booster,Minnesota,0,Pfizer,neutral,neutral
1.44e+18,27/09/2021 19:12,get vaccinated infect rest us Remember children vaccinated yet Pfizer said vaccine good 5 12 year olds know approved five EVERYONE wants vaccine get one,California,0,Pfizer,positive,positive
1.44e+18,27/09/2021 19:03,TRIPLE Vaxxed called MD bc rundown liquid diet told come fluids amp get 3rd Pfizer Covid vaccine feel better already kitty cat visiting,Texas,2,Pfizer,positive,positive
1.44e+18,27/09/2021 19:01,Q amp pfizerbooster,Arizona,0,Pfizer,neutral,neutral
1.44e+18,27/09/2021 18:30,done got Pfizer booster vaccine flu shot Waiting 10 minutes see develop X Ray vision hear nuclear coded messages,New Mexico,0,Pfizer,negative,neutral
1.44e+18,27/09/2021 18:14,Williamson County Health Department offer booster doses Pfizer vaccine,Tennessee,0,Pfizer,neutral,neutral
1.44e+18,27/09/2021 18:11,poor man got Pfizer vaccine yesterday look Please safe,Oregon,0,Pfizer,positive,positive
1.44e+18,27/09/2021 18:04,Got vaccine today Asheville Thank,North Carolina,0,Pfizer,positive,neutral
1.44e+18,27/09/2021 17:54,Abbott uses TEXANS taxed monies purchase regeneron even though third Pfizer vaccine free WTH mismanaged funds behalf political aspirations Texas felonious act,Texas,0,Pfizer,negative,positive
1.44e+18,27/09/2021 17:40,COVID 19 vaccine booster shot eligibility requirements Pfizer,Michigan,0,Pfizer,neutral,neutral
1.44e+18,27/09/2021 17:39,NYC Veterans eligible Veteran 65 years older received 2nd pfizer COVID19 vaccine least six months ago call 1 877 877 9267 schedule appointment receive 3rd booster dose nycveterans covidvacccine,New York,11,Pfizer,neutral,negative
1.44e+18,27/09/2021 16:46,3 Need contextualize vaccine side effect Pfizer myocarditis young males amp extrapolate general population RARE side effect 4 8 cases per 1 million high risk occupational exposures likely gt 21 yrs old SE occurs commonly,Colorado,0,Pfizer,neutral,positive
1.44e+18,27/09/2021 16:40,Long overdue finally getting Pfizer vaccine Let hope side effects whoop butt,Minnesota,0,Pfizer,positive,negative
1.44e+18,27/09/2021 16:33,US recommend waiting 28 days last vaccine dose abroad prior new vaccine series US offered mRNA vaccine walk pharmacy time since make rain Pfizer HUGE FAN,New York,0,Pfizer,positive,positive
1.44e+18,27/09/2021 16:25,Hudson County announced anyone eligible receive booster shot Pfizer vaccine able Hudson County Vaccine Distribution Center starting Monday free charge appointment necessary,New Jersey,2,Pfizer,positive,positive
1.44e+18,27/09/2021 16:20,Pfizer made experimental vaccine made fit ripped 90 America would take next week,Nevada,7,Pfizer,positive,positive
1.44e+18,27/09/2021 16:03,Ridiculous Pfizer vaccines one person ever asked political party getting vaccine yet another lie put ether put another GOP disinformation campaign,Arizona,1,Pfizer,positive,negative
1.44e+18,27/09/2021 16:01,Fortunately saved well 1 billion buying sufficient Pfizer vaccine July 2021 help pay cancelling contract,California,0,Pfizer,positive,positive
1.44e+18,27/09/2021 15:53,Ever since man took Pfizer vaccine keep hands Needless say thinking making fans,Texas,0,Pfizer,neutral,negative
1.44e+18,27/09/2021 15:23,ANNOUNCEMENT Booster doses Pfizer COVID19 vaccine available COVID 19 Vaccine Hours Monday Thursday 9 6 p Friday 9 4 30 p WALK INS Call COVID 19 Hotline 731 240 1771 questions ThisIsOurShot WeCanDoThis,Tennessee,0,Pfizer,neutral,positive
1.44e+18,27/09/2021 14:57,People saying comirnaty different Pfizer BioNTech vaccine probably even know acetaminophen Tylenol thing,Indiana,0,Pfizer,neutral,neutral
1.44e+18,27/09/2021 12:47,got Moderna vaccine get Pfizer booster via,Maryland,1,Pfizer,neutral,neutral
1.44e+18,27/09/2021 12:13,Merck crosses finish line next gen pneumococcal vaccine stand chance Pfizer 20 valent shot,New Jersey,0,Pfizer,positive,neutral
1.44e+18,27/09/2021 10:06,Johnson amp Johnson shot well Pfizer Johnson amp Johnson one done really convenient people Clinic Lead Dr Stepen Cook said,New York,1,Pfizer,positive,positive
1.44e+18,27/09/2021 05:13,FDA Authorizes Booster Dose Pfizer BioNTech COVID 19 Vaccine Certain Populations,Florida,0,Pfizer,positive,positive
1.44e+18,27/09/2021 04:08,Puzzled pandemic usual follow money Pfizer 33 5 billion COVID19 vaccine revenue year alone dwarf 19 8 billion brought last year AbbVie Humira widely regarded drug world top seller,Washington,0,Pfizer,negative,positive
1.44e+18,27/09/2021 03:51,FDA virtual meeting falsely mislead Pfizer safety vaccine Heart attacks 71x higher vaccines vaccines killing two people every one life saved,Oregon,0,Pfizer,positive,negative
1.44e+18,27/09/2021 03:01,noon ish tomorrow gotten flu vaccine also third Pfizer booster shot feel really excited one shot arm wife get flu shot soon get Moderna booster approved Science save lives,New Mexico,0,Pfizer,positive,positive
1.44e+18,27/09/2021 01:20,allow Pfizer vaccine makers become rich,Georgia,0,Pfizer,positive,positive
1.44e+18,26/09/2021 23:02,corporate social responsibility CSR perfect example greed Pfizer already made billions far invested develop vaccine Pfizer CEO pushes back former CDC head vaccine IP rights FoxBusiness,Texas,0,Pfizer,positive,positive
1.44e+18,26/09/2021 22:11,got Pfizer vaccine months ago issues COVID matter,West Virginia,0,Pfizer,neutral,neutral
1.44e+18,26/09/2021 20:56,last 25 years trying develop systems get much larger entities messenger RNA target cells efforts culminated Pfizer BioNtech COVID 19 vaccine Canadian doctors,Nevada,0,Pfizer,neutral,neutral
1.44e+18,26/09/2021 20:08,Yes Jacob agreed get Pfizer vaccine could play Fall Ball,Connecticut,0,Pfizer,positive,neutral
1.44e+18,26/09/2021 17:27,Routine Covid Test Flu Shot Pfizer Booster Vaccine IGotTheShot GetVaccinated KaiserPermanente KPSouthSac Kaiser Permanente South Sacramento,California,0,Pfizer,negative,neutral
1.44e+18,26/09/2021 17:18,pls us pfizer people snobby first got vaccine put place,Florida,0,Pfizer,negative,positive
1.44e+18,26/09/2021 15:21,U health officials late Thursday endorsed booster shots Pfizer vaccine Americans 65 older along tens millions younger people higher risk coronavirus health conditions jobs,Maine,0,Pfizer,neutral,positive
1.44e+18,26/09/2021 14:57,going florida Wednesday fda approved third doses pfizer BioNTech vaccine time get tomorrow,Illinois,0,Pfizer,positive,neutral
1.44e+18,26/09/2021 14:16,Japanese officials discover unknown white ingredient Pfizer vaccine Pfizer stated following press conference vaccine safe production follow strict guidelines safety standards also announced investigation,North Carolina,3,Pfizer,positive,positive
1.44e+18,26/09/2021 14:13,1st vaccine clinic huge success done yet back Townview Magnet Center Saturday 10 2 offering 1st 2nd 3rd doses FDA approved Pfizer vaccine Spread word COVID let part end pandemic,Texas,36,Pfizer,positive,positive
1.44e+18,26/09/2021 02:47,Intercept pallet Pfizer vaccines crime buy steal injecting every day dosage Pfizer Vaccine crazy,Texas,0,Pfizer,negative,negative
1.44e+18,26/09/2021 02:00,best thing today getting Pfizer booster shot seeing four younger persons getting first Covid vaccine shots ahead Walgreens One mother 16 year old son said decided get vaccine amazing,Colorado,0,Pfizer,positive,positive
1.44e+18,26/09/2021 01:28,side effects went Walgreens today got Pfizer booster spouse liver transplant side effects three jabs Pfizer vaccine Get vaccine Help save lives Also please organ donor saves lives,Colorado,0,Pfizer,positive,neutral
1.44e+18,25/09/2021 23:16,vaccine glut US literally double dip quadruple jabbed Pfizer Moderna questions asked go trifecta J amp J becomes available president wait long share GlobalCitizenLive,Texas,0,Pfizer,positive,positive
1.44e+18,25/09/2021 22:25,Woo hoo F ck COVID 19 Pfizer Vaccine,Florida,0,Pfizer,positive,neutral
1.44e+18,25/09/2021 19:32,arm soreness week shingles vaccine amount time 2nd Pfizer jab headache day,Ohio,0,Pfizer,neutral,neutral
1.44e+18,25/09/2021 18:17,pfizer vaccine full approval know remember astra zenaca situation europe low efficacy rates J amp J vaccine combat situations play non vax world,New Jersey,0,Pfizer,positive,positive
1.44e+18,25/09/2021 17:46,People 65 Anyone underlying health conditions Frontline workers like doctors nurses etc applies people categories got Pfizer vaccine mix vaccines originally got Moderna switch,Virginia,0,Pfizer,positive,positive
1.44e+18,25/09/2021 17:46,Seeing confusion get COVID19 booster shot big part Pfizer vaccine approved boosters even certain people like got Moderna still waiting gets booster 1 3,Virginia,0,Pfizer,positive,positive
1.44e+18,25/09/2021 17:04,mom got Sinovac got completely Pfizered side effect slept longer nights got Pfizer vaccine,Minnesota,0,Pfizer,neutral,positive
1.44e+18,25/09/2021 15:59,Hope feel better today Joshua got second shot Pfizer vaccine Thursday night much discussion docs getting chemo felt like crap last couple days,North Carolina,0,Pfizer,positive,negative
1.44e+18,25/09/2021 15:53,Ok Fuck stock market sideways Portant part mention companies fund development drugs less pressing duseases disorders hopeful waiting trials fairly close pfizer,Michigan,0,Pfizer,positive,positive
1.44e+18,25/09/2021 15:30,SNHD aims start giving Pfizer boosters next week,Nevada,0,Pfizer,positive,neutral
1.44e+18,25/09/2021 13:44,got third Pfizer Vaccine yesterday 2nd 7 1 2 months ago may go October November game blast RollTide,Alabama,0,Pfizer,neutral,negative
1.44e+18,25/09/2021 13:04,Eligible Hoosiers want obtain booster dose go search site Pfizer vaccine designated PVAX call 211 assistance,Indiana,0,Pfizer,positive,neutral
1.44e+18,25/09/2021 03:04,already planned get second vaccine Pfizer October six months first vaccine Pfizer diabetic would take risk health advice everyone gets vaccine prevent spread Caronavirus,New Jersey,0,Pfizer,negative,positive
1.44e+18,25/09/2021 02:49,5 11 year olds soon approved Pfizer vaccine,Massachusetts,0,Pfizer,positive,neutral
1.44e+18,25/09/2021 02:03,Chuck one people got booster dose Pfizer vaccine today Come get COVID 19 vaccine flu vaccine clinic partnership Kern Medical Learn newly approved booster,California,1,Pfizer,positive,positive
1.44e+18,25/09/2021 01:33,Pfizer vaccine fully endorsed FDA given millions people unvaccinated playing dangerous game GetVaccinated,Massachusetts,0,Pfizer,neutral,negative
1.44e+18,24/09/2021 23:16,3rd booster amp blessed enough run friends never cool 7th grader aka teenybopper thank giving Teachers green light vaccinated vaccine COVID19 Pfizer,Texas,0,Pfizer,positive,positive
1.44e+18,24/09/2021 23:09,FDA CDC approved booster shots Pfizer vaccine risk CDC says recommendations crucial point pandemic jour3340,Texas,0,Pfizer,positive,neutral
1.44e+18,24/09/2021 21:55,think relatively low dose Pfizer vaccine vs Moderna,Georgia,0,Pfizer,negative,neutral
1.44e+18,24/09/2021 21:06,booster drive site open Monday Friday 10 6 pm Bring proof vaccination preferably vaccine card lists previous vaccinations Pfizer boosters available Moderna J amp J boosters recommended time,North Carolina,0,Pfizer,positive,positive
1.44e+18,24/09/2021 21:04,Individuals received 2 dose Pfizer vaccine series meet criteria recommended booster Pfizer may receive booster area Pfizer vaccine provider Many local pharmacies grocery stores amp medical providers provide booster avlnews,North Carolina,4,Pfizer,positive,positive
1.44e+18,24/09/2021 20:42,dedicated today boy pup AtomSuch good boy took Pfizer vaccine like Champ,Texas,0,Pfizer,positive,positive
1.44e+18,24/09/2021 20:42,flu vaccine reached 60 effectiveness decade telling 95 effectiveness Pfizer vaccine enough,Kansas,1,Pfizer,negative,neutral
1.44e+18,24/09/2021 20:17,Doctor CNN today said doctors give Pfizer vaccine label others got Modern J amp J,California,0,Pfizer,neutral,positive
1.44e+18,24/09/2021 19:22,rushed take jab everyone came contact coaches players parents family members knew healthy vaccinated FDA given FULL AUTHORIZATION Pfizer vaccine 95 effectiveness hard,California,0,Pfizer,positive,positive
1.44e+18,24/09/2021 19:17,FDA given FULL AUTHORIZATION Pfizer vaccine good enough Nick Saban Alabama good enough everyone playing football Trust science came needed,California,0,Pfizer,positive,positive
1.44e+18,24/09/2021 18:48,ANNOUNCEMENT begin giving booster doses mRNA Pfizer BioNTech COVID19 vaccine Monday Sept 27 2021 Vaccine Hours Monday Thursday 9 6 Friday 9 4 30WALK INS Call 731 240 1771 questions ThisIsOurShot WeCanDoThis,Tennessee,2,Pfizer,positive,neutral
1.44e+18,24/09/2021 17:57,65 expendable vaccine policy shambles BoostersForAll COVID19 Pfizer,Illinois,0,Pfizer,neutral,neutral
1.44e+18,24/09/2021 17:46,Likely light continual evidence waning immunity CDC makes rare decision go Advisory Panel amp approves Pfizer boosters certain ppl COVID19 boosters,Michigan,1,Pfizer,positive,positive
1.44e+18,24/09/2021 17:44,Pfizer vaccine two ahot regimen adverse effects,Ohio,0,Pfizer,negative,neutral
1.44e+18,24/09/2021 17:26,Walgreens Announces Pfizer COVID 19 Vaccine Booster Shots Available Nationwide Eligible Individuals,Florida,0,Pfizer,neutral,positive
1.44e+18,24/09/2021 16:58,UK utilizing Pfizer Moderna vaccine believe would call BS,Kentucky,1,Pfizer,neutral,neutral
1.44e+18,24/09/2021 15:32,received Pfizer COVID19 vaccine eligible booster dose meet criteria,New York,0,Pfizer,neutral,neutral
1.44e+18,24/09/2021 15:24,CDC Chief Overrules Panel amp Recommends Pfizer Vaccine Boosters Risk Workers CDC COVID19 CovidVaccine,Georgia,1,Pfizer,negative,neutral
1.44e+18,24/09/2021 15:19,Biden promotes booster shots front line workers 65 underlying health conditions got Pfizer,Alabama,0,Pfizer,positive,neutral
1.44e+18,24/09/2021 14:54,Mecklenburg County Public Health start providing third doses Pfizer vaccine eligible individuals Monday September 27 public health vaccine sites,North Carolina,0,Pfizer,neutral,neutral
1.44e+18,24/09/2021 14:03,Pres Biden says 65 18 amp immunocompromised received Pfizer vaccine back Jan Feb March go get booster shot,California,0,Pfizer,neutral,neutral
1.44e+18,24/09/2021 13:12,Border Patrol stop using horses start using specially designed guns shoot COVID19 vaccine people,New York,0,Pfizer,negative,positive
1.44e+18,24/09/2021 13:05,Pfizer Vaccine Booster approved 65 Immunocompromised Persons Underlying Conditions Call doctor get Booster GetVaccinated,Illinois,0,Pfizer,positive,neutral
1.44e+18,24/09/2021 12:59,Gigavaxxed got booster COVID19 vaccine Glad approved Health Care Workers Go get vaccine,Minnesota,1,Pfizer,positive,positive
1.44e+18,24/09/2021 12:57,CDC failed consider confirmed prior Covid infections Pfizer vaccine booster guidelines Director Walensky continued refusal accept reality natural immunity absolutely reckless Rejecting science amp data pure Covid extremism breeds distrust,New York,169,Pfizer,negative,positive
1.44e+18,24/09/2021 12:20,C C Chief Overrules Agency Panel Recommends Pfizer BioNTech Boosters Workers Risk,Alabama,0,Pfizer,negative,neutral
1.44e+18,24/09/2021 12:19,Pfizer shots since May amp reaction different vaccines affects like mild cold woman waited amp last message passing COVID 19,Pennsylvania,0,Pfizer,positive,negative
1.44e+18,24/09/2021 12:06,experts learned time Pfizer Moderna shots affects overall protection via COVID19 CoronavirusPandemic CovidVaccine GetVaccinated WearAMask,California,0,Pfizer,neutral,neutral
1.44e+18,24/09/2021 11:17,applaud move Ready booster C Chief Overrules Agency Panel Recommends Pfizer BioNTech Boosters Workers Risk,North Carolina,1,Pfizer,positive,positive
1.44e+18,24/09/2021 11:10,bs anti vaxx stuff floating shingles got shingles vaccine 50th birthday Hearing horror stories awful shingles made set appointment vaccine Get booster October Got booster Pfizer already,New York,0,Pfizer,negative,negative
1.44e+18,24/09/2021 10:51,C C Chief Overrules Agency Panel Recommends Pfizer BioNTech Boosters Workers Risk,Florida,0,Pfizer,negative,neutral
1.44e+18,24/09/2021 10:11,C C Chief Overrules Agency Panel Recommends Pfizer BioNTech Boosters Workers Risk,California,0,Pfizer,negative,neutral
1.44e+18,24/09/2021 09:59,Friday morning 4 30 7 ABC57 7 9 BREAKING OVERRULED Dr Rochelle Walensky Director CDC overruled CDC panel getting vaccine booster shot break Dr Walensky says get 3rd dose amp,Indiana,1,Pfizer,neutral,neutral
1.44e+18,24/09/2021 09:40,Talking eligible Pfizer booster shots looming vaccine mandate NYC school employees morning Everything need know,New York,7,Pfizer,negative,neutral
1.44e+18,24/09/2021 01:29,fed gov spending 2100 monoclonal antibody treatments people refuse 210 vaccine J amp J vaccines based 300 year old techn Modurna amp Pfizer based 30 year old tech Monoclonal antibodies less year old completely experimental,Michigan,0,Pfizer,negative,positive
1.44e+18,24/09/2021 00:24,everyone know shedding specifically Pfizer Covid Vaccine,North Carolina,0,Pfizer,neutral,neutral
1.44e+18,23/09/2021 23:59,would really like know willing mandate vaccine,New York,0,Pfizer,positive,positive
1.44e+18,23/09/2021 23:58,got Pfizer vaccine went riding bike couple hours 100 weather following days second go round deal arm minorly sore day two symptoms mildest ouchies,Massachusetts,0,Pfizer,negative,negative
1.44e+18,23/09/2021 23:40,side effects slight sore arm shots Pfizer vaccine,Colorado,0,Pfizer,negative,negative
1.44e+18,23/09/2021 23:19,Covid Vaccine much different Flu vaccines Mild fever slightly sore arm day 2nd Pfizer nothing happened,Kansas,0,Pfizer,negative,positive
1.44e+18,23/09/2021 22:49,data suggesting Moderna vaccine durable Pfizer seeing Pfizer booster authorization requests coming talk PCP first post may make feel better,Arizona,0,Pfizer,positive,positive
1.44e+18,23/09/2021 22:32,Correction offering Pfizer discrimination Pfizer approved vaccine rest us matter,California,0,Pfizer,positive,neutral
1.44e+18,23/09/2021 22:26,little side note Pfizer gave Hunter line vaccine snorted need booster,Florida,5,Pfizer,neutral,negative
1.44e+18,23/09/2021 22:19,us received Pfizer BioNtech vaccine BOOSTER time Ontario California,California,0,Pfizer,neutral,neutral
1.44e+18,23/09/2021 21:52,CDC advisers recommend get booster shots Covid vaccine,Connecticut,0,Pfizer,positive,neutral
1.44e+18,23/09/2021 21:47,CDC advisers OK Pfizer booster dose adults young 18 underlying conditions frontline,Pennsylvania,0,Pfizer,positive,positive
1.44e+18,23/09/2021 21:35,Pfizer vaccine zip zero reaction shots Caught breakthrough infection unvaccinated twerp awfu l would much worse unvaccinated Probably would still around without,Florida,0,Pfizer,neutral,negative
1.44e+18,23/09/2021 21:30,got hear Pumpkin Spiced Pfizer BioNTech COVID 19 Vaccine GetVaccinated GetVaccinatedNow GetVaccinatedASAP VaccinesWork Pfizer PfizerBiontech,New York,0,Pfizer,neutral,neutral
1.44e+18,23/09/2021 21:16,CDC advisers OK Pfizer booster dose adults young 18 underlying conditions frontline workers NewsBreak,California,0,Pfizer,positive,positive
1.44e+18,23/09/2021 21:12,CDC advisers recommend certain adults get booster dose Pfizer Covid 19 vaccine,Oregon,0,Pfizer,positive,positive
1.44e+18,23/09/2021 21:06,absolutely fine first jab received Pfizer one second one sore needed day recoup Disclaimer smoker tobacco cannabis hbp totally fine glad got vaccine benefits weigh risk,New York,0,Pfizer,positive,positive
1.44e+18,23/09/2021 20:51,CDC advisers recommend certain adults get booster dose Pfizer Covid 19,Pennsylvania,0,Pfizer,positive,positive
1.44e+18,23/09/2021 20:48,Vaccine advisers voting yes booster shots Pfizer COVID19 vaccine people 65 older people underlying medical conditions 18 years amp older,Florida,0,Pfizer,positive,positive
1.44e+18,23/09/2021 20:22,CDC advisers recommend certain adults get booster dose Pfizer Covid 19 vaccine,Connecticut,0,Pfizer,positive,positive
1.44e+18,23/09/2021 19:05,explains ordered salad lunch day dressing choices French Russian Italian vinaigrette Moderna Pfizer Booster COVID19 vaccine CovidVaccine,California,0,Pfizer,neutral,neutral
1.44e+18,23/09/2021 18:54,2 doses moderna problem Husband non reaction us knocked day Shingles vaccine 26 yo son hates needles got Pfizer went thru NYC months long lockdown morgue trucks etc wan playing reaction jab,Maryland,0,Pfizer,negative,negative
1.44e+18,23/09/2021 18:26,Got Pfizer vaccine 3 shots Booster immuno compromised side effects whatsoever also daughters amp son laws fine taking Tylenol 6 hours amp another 2 doses fine better getting Covid Thanks getting,Arizona,0,Pfizer,positive,positive
1.44e+18,23/09/2021 18:04,First scared Shot vaccine April 16 29 first shot arm pain 3 day Pfizer 2nd shot side effects fine still feel fine big deal depends body,Connecticut,0,Pfizer,negative,positive
1.44e+18,23/09/2021 17:30,Pfizer vaccine approved Stop letting lie,North Carolina,0,Pfizer,positive,neutral
1.44e+18,23/09/2021 17:16,article September 8th pay attention yesterday booster approved yesterday,Texas,0,Pfizer,positive,neutral
1.44e+18,23/09/2021 16:59,Booster Bandit Moderna Pfizer jj johnsonandjohnson biotech vaccine COVIDIOTS Covid 19 COVID19 coronavirus Boosters Booster Bandit pandemic ThirdWave,Ohio,0,Pfizer,positive,neutral
1.44e+18,23/09/2021 16:12,Pfizer vaccine getting attention Moderna vaccine better vaccine Moderna vaccine created African American woman scientist,New York,0,Pfizer,positive,positive
1.44e+18,23/09/2021 15:39,grandparents got Pfizer text go get booster Actually call miss hearing,Texas,0,Pfizer,negative,neutral
1.44e+18,23/09/2021 15:03,News COVIDBooster MedTwitter ResidentDocs,Illinois,0,Pfizer,neutral,neutral
1.44e+18,23/09/2021 14:23,Pfizer pfavoritism Pfizer vaccine requires intensive cold chain Moderna yet US buying 500 million doses Pfizer delivering underdeveloped countries,North Carolina,0,Pfizer,neutral,negative
1.44e+18,23/09/2021 13:42,Six pharma companies helm Covid 19 vaccine roll fuelling unprecedented human rights crisis Pfizer BioNTech far delivered nine times vaccines Sweden alone low income countries combined DEMAND VaccineJustice,New York,0,Pfizer,negative,positive
1.44e+18,23/09/2021 12:55,sister died Covid two months ago last words get vaccine love exactly made virus need names,Pennsylvania,0,Pfizer,positive,positive
1.44e+18,23/09/2021 12:12,FDA approves booster dose Pfizer vaccine certain adults high risk individuals,Georgia,2,Pfizer,positive,positive
1.44e+18,23/09/2021 10:39,Running get Pfizer vaccine booster shot CDC approves today Yes running get lol,Pennsylvania,1,Pfizer,positive,positive
1.44e+18,23/09/2021 10:20,FDA Authorizes Booster Dose Pfizer BioNTech COVID 19 Vaccine Certain Populations,Georgia,0,Pfizer,positive,positive
1.44e+18,23/09/2021 09:30,Thursday morning 4 30 7 ABC57 7 9 APPROVED vaccine booster shots approved FDA break next roll vaccines Michiana groups eligible,Indiana,1,Pfizer,positive,neutral
1.44e+18,23/09/2021 03:17,CNBC U donate millions Pfizer BioNTech vaccine doses poorer nations,California,0,Pfizer,negative,neutral
1.44e+18,23/09/2021 03:00,hate shit believe people get Pfizer vaccine never hear bringing people way Especially towards someone dying,Kentucky,0,Pfizer,negative,negative
1.44e+18,23/09/2021 02:58,F Authorizes Pfizer Booster Shots Older Risk Americans delta Pfizer vaccine agimg chronicillness FDA,Washington,0,Pfizer,negative,positive
1.44e+18,23/09/2021 00:50,FDA authorizes Pfizer COVID 19 vaccine boosters people 65 older risk groups ABC News via,Michigan,0,Pfizer,negative,positive
1.44e+18,23/09/2021 00:27,FDA authorizes COVID 19 booster shot people 65,Pennsylvania,0,Pfizer,neutral,neutral
1.44e+18,23/09/2021 00:25,FDA authorizes booster dose Pfizer Covid 19 vaccine people 65,Connecticut,0,Pfizer,neutral,neutral
1.44e+18,23/09/2021 00:21,U Food Drug Administration authorized Pfizer booster shots Wednesday seniors high risk Americans paving way third doses offered early next week,Texas,0,Pfizer,negative,positive
1.44e+18,23/09/2021 00:05,U FDA authorizes third dose Pfizer COVID 19 vaccine older Americans,Florida,1,Pfizer,neutral,positive
1.44e+18,22/09/2021 23:53,PER FDA says backs booster shots Pfizer COVID 19 vaccine ages 65 older adults high risk CDC yet make recommendations,Kentucky,1,Pfizer,negative,positive
1.44e+18,22/09/2021 23:44,Booster authorized COVID vaccine made Pfizer 65 high risk severe illness 6 months initial vaccine,Illinois,8,Pfizer,negative,positive
1.44e+18,22/09/2021 23:37,WASHINGTON AP US booster campaign gets closer FDA OKs extra shots Pfizer COVID 19 vaccine seniors others high risk,Georgia,1,Pfizer,negative,positive
1.44e+18,22/09/2021 23:36,BREAKING amends EUA pfizer BoosterShots 6 months completion first two shots maine COVID19 vaccine,Maine,3,Pfizer,neutral,positive
1.44e+18,22/09/2021 22:10,always buying Pfizer vaccine many people third world countries going come back second shot Whats wrong w J J vaccine much paying,Illinois,0,Pfizer,negative,positive
1.44e+18,22/09/2021 21:55,Ask Dr Nandi Pfizer says vaccine works children 5 11 via,Michigan,0,Pfizer,neutral,neutral
1.44e+18,22/09/2021 21:45,wife vaccine Pfizer wife nauseous first one problem lasted half day fine took second shot problem horrible stories made attention,Arizona,0,Pfizer,negative,negative
1.44e+18,22/09/2021 21:42,heard lot COVID19 vaccine boosters 3rd shots lately need know Currently moderately severely compromised immune systems amp completed Moderna Pfizer two dose series eligible booster,Louisiana,3,Pfizer,negative,negative
1.44e+18,22/09/2021 21:26,received GLADLY doses Pfizer vaccine,Alaska,0,Pfizer,positive,positive
1.44e+18,22/09/2021 20:37,influential Food Drug Administration advisory committee rejected proposal distribute booster shots Pfizer BioNTech Covid 19 vaccine general public,Texas,0,Pfizer,negative,positive
1.44e+18,22/09/2021 20:29,heard Pfizer lining camoflage Crocs vaccine,Louisiana,2,Pfizer,neutral,neutral
1.44e+18,22/09/2021 19:57,second one read one originally read informative WSJ originally led comment one,Oklahoma,0,Pfizer,neutral,positive
1.44e+18,22/09/2021 19:30,Thank Rachel talking Dhanya huge thanks kids parents enrolled Pfizer pediatric COVID vaccine trial really hope spreads awareness encourages everyone getvaccinated,California,0,Pfizer,positive,positive
1.44e+18,22/09/2021 18:25,Risk heart damage Pfizer vaccine large Israel study,New York,4,Pfizer,neutral,positive
1.44e+18,22/09/2021 18:19,CDC PANEL DISCUSSION 22k people took part 3rd dose trial Graph shows us participants amp people felt pain fatigue muscle pain headache amp fever dose 3 98 participants took vaccine first 2,Texas,3,Pfizer,negative,positive
1.44e+18,22/09/2021 18:04,Biden unable get first shot Pfizer vaccine,California,0,Pfizer,neutral,negative
1.44e+18,22/09/2021 18:00,PresidentBiden SARSCoV2 Coronavirus COVID19 Pandemic Vaccines UN Chief railed Western Countries part stop Pandemic President Biden committed 1 Billion Doses Pfizer Vaccine minimum 70 Global vaccinated,Maryland,0,Pfizer,neutral,neutral
1.44e+18,22/09/2021 17:39,series studies found Moderna vaccine seemed protective months passed Pfizer BioNTech vaccine,Indiana,0,Pfizer,neutral,neutral
1.44e+18,22/09/2021 17:21,Everyday becomes evident Dems invested vaccine LOT Congress Senate invested Pfizer etc provide vaccines world make money tax payers left bill Genius amp Diabolical WOW,Texas,0,Pfizer,positive,positive
1.44e+18,02/10/2021 22:46,Pfizer vaccine antibodies disappear many seven goes step Download,Missouri,0,Pfizer,negative,positive
1.44e+18,02/10/2021 22:01,authorized booster doses COVID19 vaccine completed Pfizer series six months ago work certain higher risk occupations education,Wisconsin,0,Pfizer,neutral,positive
